timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5 actual_digital_input_bits joint_temperatures_0 joint_temperatures_1 joint_temperatures_2 joint_temperatures_3 joint_temperatures_4 joint_temperatures_5 actual_execution_time robot_mode joint_mode_0 joint_mode_1 joint_mode_2 joint_mode_3 joint_mode_4 joint_mode_5 safety_mode actual_tool_accelerometer_0 actual_tool_accelerometer_1 actual_tool_accelerometer_2 speed_scaling target_speed_fraction actual_momentum actual_main_voltage actual_robot_voltage actual_robot_current actual_joint_voltage_0 actual_joint_voltage_1 actual_joint_voltage_2 actual_joint_voltage_3 actual_joint_voltage_4 actual_joint_voltage_5 actual_digital_output_bits runtime_state
24990.819 -0.0006094970779892961 -1.5016990761044466 1.5701340856860364 -0.0014733655727354744 1.56996855341609 3.139896273139874 6.208495358462252e-05 0.18555330646269255 -6.951140950829096e-05 -0.017180831708505886 -1.2899034788053195e-05 2.966479911035157e-06 -0.002310890874300284 -0.3482173979990899 -0.0020929010284831406 -0.4400915273509356 0.0032561776784900687 -0.004593446158374093 0.017301521336288126 -2.2105339963287363 -2.7955943942768506 -0.4558204853943062 -0.0008879860924368846 0.010345713194364751 0.13032568915210452 -31.822295756210657 -27.3230525428591 -2.2645569435854496 -0.005285480994110075 0.0823089401195273 -0.0006225744830530289 -1.5017925959876557 1.5701301733600062 -0.001541451816894579 1.5698845386505127 3.139897346496582 0.0 0.18570160865783691 -0.0 -0.019033676013350487 -0.0006804830627515912 0.00012463770690374076 -0.46370619535446167 -2.2265586853027344 -2.739659547805786 -0.4977046847343445 -0.08064484596252441 0.19998566806316376 0.017301521336288126 -2.2105339963287363 -2.7955943942768506 -0.4558204853943062 -0.0008879860924368846 0.010345713194364751 -0.6239909245129104 -0.1327101247848684 0.41126417116202046 -1.2591481426596032 -1.2579183946706036 1.1758833239633604 -0.049020090730629705 -0.00010544653492405795 -0.11202074591416387 -0.00024782141258759794 -0.16666662798398604 0.0006395799883594386 9.529119570903227 7.7459317504183325 5.752070512954939 -0.2874101354179943 -0.5474602192644782 0.3300710389970328 -0.6240016517087125 -0.13270041640403307 0.4111896278302589 -1.2592994729280897 -1.2579885924597671 1.1757458588637169 -0.0486987335448813 2.708222493215218e-07 -0.1122661154332169 -8.309116224825966e-05 -0.16830294990463188 4.609919499112908e-05 0 33.5 34.5625 33.5625 36.8125 38.875 39.5 1.034894 7 253 253 253 253 253 253 1 -0.28730422258377075 -9.442731857299805 -0.5363011360168457 1.0 1.0 1.0720984412064989 47.75942611694336 47.83465576171875 0.5158582925796509 47.71392822265625 47.71392822265625 47.742591857910156 47.68526077270508 47.61359786987305 47.68526077270508 0 2
24990.826999999997 -0.0006090834219776298 -1.5002196260907548 1.570133303153657 -0.0016346846424042383 1.5699685121066755 3.139896084132996 4.5316224758766724e-05 0.18488810706152117 -0.00012219383096946247 -0.02235075033048902 -3.3174222581014926e-06 -4.1310810168542065e-05 -0.002046464034403293 0.014390935909686098 -0.008516048689778111 -0.7318023030482395 0.00023625722952435674 -0.005673652292443801 -0.0007269239646516605 -2.0653511993510647 -2.7670441287645335 -0.4659747065297626 -0.000670465562447871 0.00941038186272122 -0.03796910368885454 -30.269649332230905 -27.019757992803793 -2.3364841536225547 -0.004891586667944057 0.08084079610961355 -0.000634495412008107 -1.5002939489534874 1.5701301733600062 -0.001699523334838915 1.569908618927002 3.139885425567627 0.0 0.18451514840126038 -0.0 -0.023645630106329918 -0.00016463483916595578 0.00011220562737435102 -0.45597171783447266 -2.0514020919799805 -2.6539793014526367 -0.48167818784713745 -0.07620595395565033 0.1994137316942215 -0.0007269239646516605 -2.0653511993510647 -2.7670441287645335 -0.4659747065297626 -0.000670465562447871 0.00941038186272122 -0.6243881155738891 -0.13269679535888565 0.4103607230138715 -1.260136386365577 -1.2588778411708832 1.1751832242257045 -0.04924961924773771 7.429910028863576e-06 -0.110421772681582 -0.00019323145303362676 -0.16086914297789742 0.00011979626004638822 9.58645197240803 7.259436598078452 5.249395159574093 -0.2863552037440597 -0.5563535830496076 0.33946290631696857 -0.6243929641777676 -0.13270033005040235 0.4102992802949884 -1.2602627433527198 -1.2589522753460656 1.1750927422626214 -0.04915418701637454 1.693128518598149e-05 -0.11084680581128951 -2.7525110514288792e-05 -0.16241522692779392 1.630864689989553e-05 0 33.5 34.5625 33.5625 36.8125 38.875 39.5 1.08389 7 253 253 253 253 253 253 1 -0.24899697303771973 -9.53849983215332 -0.5171475410461426 1.0 1.0 1.0682827008243558 47.754947662353516 47.842716217041016 0.5941867828369141 47.71392822265625 47.6995964050293 47.742591857910156 47.670928955078125 47.599266052246094 47.670928955078125 0 2
24990.835 -0.000608916865938447 -1.49873885434008 1.5701320833225427 -0.0018466666851288949 1.5699685545543918 3.1398957983334395 1.5134208744081537e-06 0.18518039274310455 -0.00016609747752732598 -0.029097678188261703 1.2918618679066081e-05 -2.0879184625104258e-05 -0.007164505255370158 0.021419862646324117 -0.0038124823646734692 -0.8838816432173192 0.0029239547494563922 0.00677417863790275 -0.00648622131583209 -2.0673247475673038 -2.7691104229553214 -0.47203378908589516 -0.00021608654211342104 0.010102001965422583 -0.06567341865933986 -30.294668548933643 -27.014503129739502 -2.3722770965439466 -0.0035556977151341863 0.08359741960035938 -0.0006225744830530289 -1.498795711701252 1.5701540152179163 -0.0019301933101196767 1.5698966979980469 3.139897346496582 0.0 0.18260544538497925 -0.0 -0.03163360804319382 -5.462188346427865e-05 0.0001020289710140787 -0.46716055274009705 -1.8777062892913818 -2.695296287536621 -0.4586225748062134 -0.0462300106883049 0.19301772117614746 -0.00648622131583209 -2.0673247475673038 -2.7691104229553214 -0.47203378908589516 -0.00021608654211342104 0.010102001965422583 -0.6247873339545291 -0.13270680824100048 0.40945747521907244 -1.261078857614004 -1.2598338535339806 1.1745683174202173 -0.04980811068548427 3.454278045602674e-05 -0.1076881951283948 -0.00015670419678857705 -0.15097169203949806 6.190946219231588e-07 9.51448033877842 7.785208379324134 5.287838225965682 -0.2869168163099836 -0.5520444476158725 0.34401875783373354 -0.6247909916656844 -0.13270004094132898 0.4094180231388801 -1.2611895440312393 -1.2598792154626026 1.1744633375063158 -0.050088591607184575 5.0695637414199115e-05 -0.10971397120266249 -3.35573267405092e-05 -0.1559167068936033 -5.358097964109508e-05 0 33.5 34.5625 33.5625 36.8125 38.875 39.5 1.026385 7 253 253 253 253 253 253 1 -0.24899697303771973 -9.500192642211914 -0.49799394607543945 1.0 1.0 1.069999267952512 47.7244987487793 47.819435119628906 0.5829969644546509 47.670928955078125 47.670928955078125 47.6995964050293 47.64226531982422 47.5562629699707 47.64226531982422 0 2
24990.842999999997 -0.0006091872664679698 -1.4972627346825504 1.5701306484382709 -0.002110834270775186 1.5699687758733252 3.1398959387137055 -5.4580687304903965e-05 0.1837162693027021 -0.00018679887112666054 -0.03526529229902227 3.631266867099157e-05 4.0202457488255496e-05 -0.006369966341239747 -0.32836999609937856 -0.002204899333446697 -0.6747622627011964 0.002644730741274691 0.006953182044266982 0.005733911006116036 -2.222657721192141 -2.802065780076713 -0.46630016307629907 2.063628224449644e-05 0.011301712741455118 0.09588444737983717 -31.925728407821776 -27.318124443252554 -2.313979674010456 -0.004976754198211413 0.08488837921368811 -0.000634495412008107 -1.49735580504451 1.5701778570758265 -0.0022202295115967274 1.5698966979980469 3.139885425567627 0.0 0.18467706441879272 -0.0 -0.035944581031799316 -1.046918640668082e-07 0.0001122426547226496 -0.446665495634079 -2.10231614112854 -2.677309036254883 -0.42357879877090454 -0.026354648172855377 0.19708144664764404 0.005733911006116036 -2.222657721192141 -2.802065780076713 -0.46630016307629907 2.063628224449644e-05 0.011301712741455118 -0.6251829111771807 -0.13269853896870082 0.40860206998069226 -1.261934033430059 -1.2606885915570534 1.1739680953623604 -0.05081277855426882 4.9028631958459825e-05 -0.10818802633243087 -0.00015757329999558658 -0.1487324337999324 -6.007008204634969e-05 9.419122828459448 7.853372610540571 5.382708897609211 -0.2819710388303824 -0.536081949380452 0.3303598610634978 -0.6251945131386807 -0.13269942840299856 0.4085497390738386 -1.262075105074057 -1.2607636337294972 1.173861483863126 -0.0505068725643393 9.167398946161953e-05 -0.10761751918696581 -7.974473328437818e-05 -0.14826426260383865 -0.00014501854530531554 0 33.5 34.5625 33.5625 36.8125 38.875 39.5 1.024141 7 253 253 253 253 253 253 1 -0.2298433631658554 -9.53849983215332 -0.727837324142456 1.0 1.0 1.061683699083685 47.75942611694336 47.83824157714844 0.5382378697395325 47.6995964050293 47.6995964050293 47.742591857910156 47.65659713745117 47.584930419921875 47.65659713745117 0 2
24990.851 -0.0006097970537446429 -1.4958107368174822 1.5701291462684264 -0.0024164983000218854 1.569969126362437 3.1398964838150496 -8.166318958624944e-05 0.18008427971135757 -0.00017831140458216747 -0.04014349003937496 4.336017639115036e-05 8.202849313225836e-05 2.098631250098843e-05 -0.4343094471791209 0.005258754799486459 -0.6534242000311649 -0.0012772054788445799 0.0037114022356732348 0.01062198932933407 -2.2774831217239058 -2.8092531984305436 -0.46622794298598497 -0.0001228205644504354 0.011971296647699312 0.16383356923774997 -32.45903532709511 -27.391733105887454 -2.303903344469809 -0.007120838392315914 0.0845537800749856 -0.0006106535540979507 -1.4959435698441048 1.570141617451803 -0.00243575990710454 1.569920539855957 3.1398491859436035 0.0 0.17691713571548462 -0.0 -0.03481825813651085 -1.9027229878482155e-12 0.00010363591718487442 -0.44670194387435913 -2.103971481323242 -2.7206263542175293 -0.4964155852794647 -0.01562599278986454 0.19405607879161835 0.01062198932933407 -2.2774831217239058 -2.8092531984305436 -0.46622794298598497 -0.0001228205644504354 0.011971296647699312 -0.6255653570605121 -0.13270673187187568 0.40778394411072894 -1.2627536202543166 -1.2615556501201772 1.1733639681543853 -0.048598448117282436 4.609426011087023e-05 -0.1036385813612997 -0.00014284086445556308 -0.14209883618528013 -5.7907279112792665e-05 9.52515542721319 7.851205830571404 6.087759441836966 -0.286136946076717 -0.5516321198714773 0.3293058709472945 -0.6255971670940176 -0.13269857204029742 0.40770433830866615 -1.2629130468090002 -1.2615993602723439 1.1732916560523154 -0.05020093253729006 0.00011066975329744503 -0.10444339664610786 -0.00010913519841295857 -0.13976254538595012 -0.00018814499039727337 0 33.5 34.5625 33.5625 36.8125 38.875 39.5 1.027261 7 253 253 253 253 253 253 1 -0.24899697303771973 -9.346963882446289 -0.7661445140838623 1.0 1.0 1.0408529958938082 47.762115478515625 47.85615158081055 0.5606174468994141 47.742591857910156 47.742591857910156 47.77125930786133 47.71392822265625 47.6279296875 47.6995964050293 0 2
24990.859 -0.0006103222869331404 -1.4943860376369509 1.57012810528982 -0.0027652278406797848 1.5699693345212793 3.1398972004593313 -5.694405903676586e-05 0.17685957941651542 -9.460013932861482e-05 -0.04588897147217493 1.3574189216675512e-05 8.712508509986307e-05 0.000598456058614989 -0.37093885931265 0.011397834687598694 -0.7778774547067928 -0.0035449906136575393 -0.0027964324959661698 0.00928449408891353 -2.260387361967457 -2.797121097012315 -0.47109265697059544 -0.0007046237320770442 0.011862031460348806 0.1329550073614862 -32.23182026921004 -27.32336118574277 -2.3320014724700466 -0.007551876895835869 0.0829871494958052 -0.000634495412008107 -1.4944684219411393 1.570141617451803 -0.002724604015686083 1.5698847770690918 3.139885425567627 0.0 0.17732535302639008 -0.0 -0.037100039422512054 -3.458104651394287e-17 0.00011228762741666287 -0.4663838744163513 -2.216982841491699 -2.7154178619384766 -0.576222836971283 -0.0023193443194031715 0.2007031887769699 0.00928449408891353 -2.260387361967457 -2.797121097012315 -0.47109265697059544 -0.0007046237320770442 0.011862031460348806 -0.6259729163538162 -0.1327002576540889 0.4069191975987085 -1.2636446456031583 -1.2624124286659357 1.1728097319958397 -0.04889529148272656 4.81964367619362e-05 -0.10351062661687452 -0.00015048924658032727 -0.14022527020346393 -6.14826628673799e-05 9.635125876342011 7.582584845448399 6.11638357087701 -0.2945107780362696 -0.5452795091665277 0.3268627692590594 -0.6259983503386645 -0.13269778632227136 0.40688382273022294 -1.2636997931622977 -1.2623839669142474 1.1727563695025696 -0.05011617142716171 9.122026264410724e-05 -0.10139160962251059 -0.00010321630098865435 -0.1308760331081072 -0.00014118650665035116 0 33.5 34.5625 33.5625 36.8125 38.875 39.5 1.042057 7 253 253 253 253 253 253 1 -0.2298433631658554 -9.423578262329102 -0.651222825050354 1.0 1.0 1.0224669804753062 47.76927947998047 47.81853485107422 0.5494276285171509 47.7282600402832 47.6995964050293 47.75692367553711 47.6995964050293 47.61359786987305 47.68526077270508 0 2
24990.867 -0.0006110148406577309 -1.4929848833406965 1.5701277472628448 -0.0031650343501805622 1.5699693733433906 3.1398975860972587 -0.00011726366256327251 0.1740500585965951 -1.6544671903195784e-05 -0.052633494793676336 2.6702715122863777e-06 1.4538697574578893e-05 -0.011186284308900455 -0.3625792942086731 0.008498841985765336 -0.8528147167588436 -0.0002945087879086494 -0.01177969310289131 0.00017068477486993056 -2.2662872232377542 -2.793199322801922 -0.4748547026660627 -0.0006164647279767083 0.01040242375199539 0.08491797720039929 -32.25543209753841 -27.330324496802618 -2.349252155204191 -0.005303573605692543 0.08118865546772602 -0.0006106535540979507 -1.4930666771582146 1.5701301733600062 -0.0030631583980103017 1.5698847770690918 3.139897346496582 0.0 0.17276550829410553 -0.0 -0.04261646792292595 -6.284934853946027e-22 0.00011978459224337712 -0.45452484488487244 -2.0696539878845215 -2.6457927227020264 -0.695801854133606 0.0027497229166328907 0.20634908974170685 0.00017068477486993056 -2.2662872232377542 -2.793199322801922 -0.4748547026660627 -0.0006164647279767083 0.01040242375199539 -0.626364577677606 -0.1327151640142997 0.40611659534192 -1.2644107596404817 -1.2631932440092724 1.1723111125782975 -0.048477350379808715 4.893744390882519e-05 -0.09961591045360413 -0.00014088053902493262 -0.130149009229572 -6.885263249614125e-05 9.543871633794511 7.8594820836309225 5.423011490346021 -0.29356542803048424 -0.5505556391028132 0.33960150626907465 -0.626400265347713 -0.13269689681852626 0.40608734108866235 -1.2644321364112587 -1.2631145950807687 1.1722571782776785 -0.05030570853049313 0.0001323780690101929 -0.09839358477197857 -1.6759775057597786e-05 -0.1214001200349392 -0.00019357026551139112 0 33.5 34.5625 33.5625 36.8125 38.875 39.5 1.063681 7 253 253 253 253 253 253 1 -0.2298433631658554 -9.576807022094727 -0.689530074596405 1.0 1.0 1.0075509568555474 47.790771484375 47.84809112548828 0.5001915693283081 47.71392822265625 47.7282600402832 47.742591857910156 47.670928955078125 47.599266052246094 47.670928955078125 0 2
24990.875 -0.0006122887286501566 -1.491603908690494 1.5701275555016005 -0.003624619837953702 1.5699693840399267 3.139897402762376 -0.00017918071646970876 0.17183039619372276 -4.529706589089236e-05 -0.060448990134730464 5.973104602732217e-07 -3.7717684834131886e-05 -0.005810720587180623 -0.25322875351699303 -0.009788728681558998 -1.0174694622717244 -0.00023686194186023354 -0.003709943210905565 -0.008056645695616786 -2.2306874318221412 -2.791396707285527 -0.48199008154204354 -0.0006881511893178774 0.0096962392433665 0.04685412213621361 -31.845306036912856 -27.296686883523712 -2.3916559428042508 -0.005582822315117598 0.08263855873873308 -0.0006464163409631851 -1.4916523483446618 1.5701301733600062 -0.0034145873836060048 1.5698848962783813 3.1398491859436035 0.0 0.17075295746326447 -0.0 -0.05173129960894585 0.000400937715312466 0.00011231446114834398 -0.497033953666687 -2.177100419998169 -2.690422534942627 -0.8134909868240356 0.025020919740200043 0.20591992139816284 -0.008056645695616786 -2.2306874318221412 -2.791396707285527 -0.48199008154204354 -0.0006881511893178774 0.0096962392433665 -0.6267660204378044 -0.1326906091039134 0.4053012946747655 -1.2651686421047899 -1.263966308118767 1.171721377159538 -0.04922590829435372 0.00014075027018173433 -0.09659034982832276 -8.830987468379874e-05 -0.1190223637273786 -0.00047950374292818923 8.985074467030016 7.360285751245681 4.879322323500223 -0.2874734949191214 -0.5653722215700698 0.3358866873459026 -0.6268052689386635 -0.13269559982316148 0.4053148537785573 -1.2651058968117657 -1.263786679465843 1.1717964844828241 -0.050829025843818355 0.0001765379380263951 -0.09548535699111386 5.199712869670831e-05 -0.11133628304088565 -0.00025912584479741033 0 33.5 34.5625 33.5625 36.8125 38.875 39.5 1.103378 7 253 253 253 253 253 253 1 -0.24899697303771973 -9.730035781860352 -0.5937620401382446 1.0 1.0 0.9940753547048538 47.743309020996094 47.833763122558594 0.5964226126670837 47.71392822265625 47.7282600402832 47.75692367553711 47.65659713745117 47.599266052246094 47.670928955078125 0 2
24990.882999999998 -0.0006138619663431655 -1.490238747977263 1.5701268469483196 -0.004149260007192623 1.5699693455762347 3.139897045592379 -0.0002036240825291074 0.16997413750290727 -0.00010552624118843221 -0.06897349802611334 -1.1024047525532461e-05 -4.572207929508044e-05 -0.0015004766533851875 -0.20632918075173812 -0.003579156362487622 -1.1093112184201863 -0.002482477505694192 0.00024205836841595453 -0.01074919745613269 -2.2186425629309414 -2.789004565298306 -0.4865175121636406 -0.0010112169501391975 0.009644005431913209 0.03736373677953502 -31.691189562011573 -27.239462491499538 -2.411622630443565 -0.0065330965422790346 0.0833072317503116 -0.0006225744830530289 -1.4902847942760964 1.5701664129840296 -0.0038884443095703602 1.5699207782745361 3.139897346496582 0.0 0.17329922318458557 -0.0 -0.06747976690530777 0.0006680858205072582 0.00010571801976766437 -0.4973148703575134 -2.1860246658325195 -2.7433981895446777 -0.8348991870880127 0.0267211701720953 0.206191748380661 -0.01074919745613269 -2.2186425629309414 -2.789004565298306 -0.4865175121636406 -0.0010112169501391975 0.009644005431913209 -0.6271589930026628 -0.1326991262913183 0.40451792944264947 -1.2658891830928447 -1.2646136375815349 1.1712807231552436 -0.052086163012445404 0.00020563318789893476 -0.09508622490916822 -2.8416613116816588e-05 -0.10582068159331925 -0.0007651804404503228 9.11182328563203 7.647116408909212 4.8562393323943205 -0.2890586761621195 -0.5676538051939481 0.3497888412227724 -0.6272153763042948 -0.13269408566004637 0.4045650926944224 -1.2657200766507783 -1.26439910537594 1.1713756435892735 -0.051556728565160935 0.00019416438234988074 -0.09264379311806135 7.716418458136767e-05 -0.10089529924670376 -0.0002818557168410582 0 33.5 34.5625 33.5625 36.8125 38.875 39.5 1.029998 7 253 253 253 253 253 253 1 -0.325611412525177 -9.672574996948242 -0.5171475410461426 1.0 1.0 0.9835765549427318 47.72270965576172 47.821224212646484 0.6299919486045837 47.68526077270508 47.68526077270508 47.7282600402832 47.65659713745117 47.584930419921875 47.6279296875 0 2
24990.891 -0.0006154673045219994 -1.4888866669915375 1.5701259631260411 -0.004745609828788133 1.5699691191983547 3.139896712858082 -0.0001931869543076015 0.1684509969673245 -0.00011581086826606952 -0.07821936078552018 -4.131949193151362e-05 -4.078070218946288e-05 0.003488704584690496 -0.16330068572659173 -0.002655980657340076 -1.2185456604761196 -0.00455769260552241 -0.0002819289944167018 -0.010672385344540819 -2.2080613328830654 -2.7860477426395835 -0.49196848209331967 -0.001665356501198376 0.009699254359552137 0.030722660752931716 -31.55733646114933 -27.205301642411584 -2.437642450677696 -0.007509874509079106 0.0830783453289368 -0.0005982557879846695 -1.4889665034464379 1.5701301733600062 -0.004532532101013231 1.569908857345581 3.139885425567627 0.0 0.17016777396202087 -0.0 -0.08917476236820221 0.0006003924063406885 9.985340875573456e-05 -0.48573893308639526 -2.2251687049865723 -2.7176976203918457 -0.7254425287246704 0.05014191195368767 0.20982013642787933 -0.010672385344540819 -2.2080613328830654 -2.7860477426395835 -0.49196848209331967 -0.001665356501198376 0.009699254359552137 -0.6275778360117343 -0.13271590199150943 0.40384215625478165 -1.266328687187409 -1.2651128028577605 1.1709792756804285 -0.05448710045643279 0.00020148350866683486 -0.08882706207716555 1.9878683893902746e-05 -0.0809941842794513 -0.0007241733518204435 9.303083635500423 7.361855273108213 5.236052741807224 -0.2839780012885441 -0.5610512954101633 0.3343062432552781 -0.627632219808917 -0.13269255408909617 0.40383747671266523 -1.2662720304640196 -1.2649494779537298 1.170996934592493 -0.052467777681653865 0.00018593529267790147 -0.0898962877472935 8.916067265233464e-05 -0.09011597861282185 -0.00025294418706954373 0 33.5 34.5625 33.5625 36.8125 38.875 39.5 1.025942 7 253 253 253 253 253 253 1 -0.2298433631658554 -9.615114212036133 -0.4596867263317108 1.0 1.0 0.9751063592126822 47.74061965942383 47.83107376098633 0.5382378697395325 47.71392822265625 47.6995964050293 47.7282600402832 47.670928955078125 47.599266052246094 47.68526077270508 0 2
